
 node_id          | date
     001e0610e539 | 2018-08-20
 000002000000000e | 2017-08-30
     001e0610ee43 | 2018-03-25
     001e06112e77 | 2018-11-19
     001e061135c8 | 2018-01-07
     001e06113ad6 | 2018-04-28
     001e0610ee8d | 2018-03-27
     001e0610e545 | 2018-10-20
     001e06107cc5 | 2018-06-06
     001e0610f6db | 2019-02-01
     001e061135cb | 2018-05-13
     001e0610e538 | 2019-03-23
     001e06118404 | 2019-05-14
     001e061182b1 | 2019-01-19
     001e06114500 | 2019-03-17
     001e06115365 | 2018-07-15
     001e0610ee43 | 2018-06-12
     001e061130f4 | 2018-02-24
     001e061131d3 | 2018-12-26
     001e0610ee5d | 2018-12-11
     001e06114500 | 2019-01-14
     001e0610c2dd | 2018-01-23
     001e06117b41 | 2019-06-01
     001e06113f54 | 2018-04-17
     001e0610c0ef | 2019-01-17
     001e0611537d | 2018-10-10
     001e0610f05c | 2018-09-26
     001e0610f05c | 2018-12-21
     001e0610ba8d | 2017-11-13
     02000000000f | 2018-02-08
     001e0610f703 | 2018-12-15
     001e0610f730 | 2018-05-05
     001e0610eef4 | 2018-10-23
     001e0610ba15 | 2018-08-02
     001E0610BA8F | 2019-02-27
     001e061088a6 | 2018-11-11
     001e06115365 | 2018-03-15
     001e0610c6f4 | 2018-04-03
     02000000000e | 2017-11-29
     001e06113107 | 2019-01-21
     001e0610c2db | 2017-12-01
     001e0610ee5d | 2019-04-28
 000002000000000e | 2018-06-21
     001e0610ba15 | 2019-04-02
     001e0610ef0e | 2019-01-23
     001E0610BBE5 | 2018-07-04
     001e0611462f | 2019-01-24
     001e0610ef68 | 2018-05-18
     001e0610ee41 | 2017-11-16
     001e0610c2dd | 2018-03-10
     001e0610e34e | 2018-07-21
     001e0610eef4 | 2018-05-04
     02000000000e | 2018-02-12
     001e0610c069 | 2018-01-11
     001e0610ee82 | 2018-03-28
     001E0610BA3B | 2018-09-11
     001e0610e31b | 2017-12-12
     001E061088A6 | 2018-08-25
 0000001e0610bbf5 | 2017-04-22
     001e0610c2a9 | 2019-04-11
     001e0610c2db | 2018-02-17
     001e0610fb4c | 2018-05-19
     001e0610c040 | 2018-09-24
     001e0610c042 | 2018-01-12
     001e06109f62 | 2018-12-27
     001e061182af | 2019-05-24
     001e061146ba | 2019-01-19
     001e0610f05c | 2018-11-23
     001e06113a48 | 2019-02-09
     001e061130f7 | 2018-07-06
     001e0610ef26 | 2018-06-17
     001e0610ba89 | 2017-10-01
     001e06118406 | 2019-01-07
     001e0610ee5d | 2018-04-04
     001e0610f05c | 2018-07-29
     001e0611538f | 2018-04-12
     020000000005 | 2018-03-01
 0000020000000008 | 2018-05-13
     001e0610c2e3 | 2017-11-25
     001e0610f068 | 2018-03-07
     001e0610c2e3 | 2018-02-25
     001e0610f72c | 2018-07-20
     001E0610BA8F | 2018-04-30
     001e0611537d | 2019-03-23
     001e0610ef26 | 2018-09-01
     001e061182b5 | 2019-03-21
     001e0610c2d7 | 2018-01-22
     001E06200162 | 2019-03-15
     001e061146d4 | 2018-11-24
     001e0610c2e1 | 2018-12-29
     001e0610c42e | 2017-12-25
     001e0610f6db | 2019-03-21
     001e06114500 | 2019-02-25
     001e0610f8f4 | 2018-05-14
     001e061135cb | 2018-09-07
     001e061130f7 | 2018-09-16
     001e0610c06b | 2017-12-30
     001e06109401 | 2018-07-26
     001e0610fb4c | 2018-01-29
 0000001e0610ba72 | 2016-12-18
     001e0610c429 | 2018-05-04
     001e061088a6 | 2017-10-06
     001e0610ef7b | 2017-11-03
 0000020000000006 | 2017-08-15
     001e0610b9e5 | 2017-10-07
     001e0610ba15 | 2018-12-03
     001e0610bbf9 | 2019-02-21
 0000001e0610ba37 | 2016-12-23
 000002000000000e | 2018-07-03
     001e0610f05c | 2018-08-11
 0000001e0610ba89 | 2018-07-24
     001e0610ba13 | 2018-04-14
     001e06118182 | 2018-12-24
     001e0610ee8d | 2019-02-20
     001e0610f6dd | 2018-05-13
     001e0610ee6f | 2018-03-11
     001e0610fc2d | 2018-10-12
     001e0610c2a9 | 2018-12-25
     001E0610BC10 | 2019-02-05
     001e06117b45 | 2019-01-02
     001e061182c1 | 2019-05-15
     001e0610e532 | 2019-01-08
     001e0610e532 | 2018-07-17
     001e061130f4 | 2019-01-14
     001e0610fb45 | 2017-09-27
     001e061183fd | 2019-01-12
     001e061144cd | 2018-11-04
     001E06200162 | 2019-03-19
     001e0610ee36 | 2018-04-17
 0000001e06107d6b | 2017-02-23
     001e0610ef29 | 2018-04-08
     001e0610f05c | 2018-07-09
     001e0610ba46 | 2018-05-23
     001e061130f4 | 2018-08-22
     001e0610eef2 | 2018-05-20
     001e0610ee82 | 2018-11-25
     001e06117b45 | 2019-01-20
     001e0610c2e5 | 2018-11-11
     001e0610ee41 | 2018-02-03
     001e0610c044 | 2019-04-03
     001e0611536c | 2018-06-19
     001e0610fb4c | 2018-07-14
     001e061183b9 | 2019-03-21
     020000000007 | 2018-01-12
     001e0611537d | 2019-04-25
     001e061182b4 | 2019-02-10
     02000000000e | 2018-01-07
     001e0610ee43 | 2019-02-05
     001e06113ad8 | 2018-06-20
     001e0610ee33 | 2018-08-26
     001e0610f732 | 2018-04-07
     001e0610ba57 | 2018-01-27
     001e0610f732 | 2018-06-03
     001e0610c2e5 | 2018-12-25
     001e0610f72c | 2018-11-23
     001e0610ee8d | 2019-03-28
     001e0610e8cb | 2018-07-22
     001e0610ba8d | 2019-05-24
     001e0610e835 | 2019-02-13
     001e06117fd0 | 2019-05-06
     001e0611536c | 2018-06-04
     001e0610c2e5 | 2018-11-30
     001e0610c2e5 | 2019-04-05
     001e0611538f | 2018-08-30
     001e06112e77 | 2018-11-17
     001e0610e835 | 2019-06-01
     001e06115365 | 2018-07-01
 0000001e0620051e | 2017-07-11
     020000000004 | 2017-11-14
 0000001e0610ba8f | 2017-08-26
     001e0610f068 | 2018-08-17
     001e0611441e | 2018-02-12
     001e0610ba8d | 2018-01-23
     001e0610c5fa | 2018-01-21
     001e0610ba5c | 2018-01-22
     001e0610ba8d | 2018-10-26
     001e0610c06b | 2017-12-01
     001e0610bc09 | 2018-10-15
     001e0610c2eb | 2018-02-24
     001e0610ba16 | 2018-06-05
     001e0610f72c | 2018-01-10
     001e0610ee36 | 2019-04-05
     001e0610bc12 | 2018-09-03
     001e06109f62 | 2018-10-08
     001e0610c2e5 | 2017-11-16
     001e0610c2e3 | 2017-12-31
     001e061089e5 | 2018-01-25
     001e06113a24 | 2018-12-03
     001e06113a24 | 2019-01-06
     001e0610fb49 | 2017-11-29
 0000001e0610ba01 | 2018-05-28
     001e0610e532 | 2018-10-17
     001e0611462f | 2018-07-26
     001e06113107 | 2019-02-02
     001e06114fd4 | 2019-03-21
     001e061146bc | 2018-09-17
     001e06112e77 | 2019-04-24
 0000001e0610bc10 | 2017-05-10
     020000000005 | 2018-05-08
     001e0610c0ea | 2018-03-29
     001e0610ee36 | 2018-04-06
     001e061146bc | 2018-07-17
     001e06200162 | 2019-02-09
     020000000004 | 2017-12-06
     001e0610ba89 | 2017-11-09
     001e061088a6 | 2018-12-17
     001e06114503 | 2018-12-13
     001e0610c03e | 2018-11-28
     001e0610ef26 | 2017-11-07
     001e0610bc12 | 2019-04-26
     001e0610b9e5 | 2018-07-01
     001e0610c2e1 | 2017-10-27
     001e061144be | 2018-04-09
     001e0610bbe5 | 2018-03-14
 0000001e0610bbed | 2017-07-28
 0000001e06107d97 | 2017-04-04
     001e0611538f | 2018-11-18
     001e0610ba01 | 2018-05-11
 0000001e061089e5 | 2017-05-11
     001e0610fc2d | 2018-09-11
     001e0610c06b | 2017-12-23
     001E0610E34E | 2018-04-28
 0000001e0610ba89 | 2018-09-30
 0000020000000008 | 2018-06-07
     001e06114fd4 | 2018-11-08
     001e0610c069 | 2018-03-03
     001e0610ee8d | 2018-09-06
     001e0610f703 | 2018-04-25
 0000001e0610ba89 | 2017-07-10
     001e0610f8f6 | 2018-04-24
     001e0610c2eb | 2018-03-05
     001e06114fcf | 2019-03-17
     001e06113dbc | 2018-06-25
     001e0610e31b | 2017-11-20
     001e0610c2ed | 2018-03-26
     001E0611463B | 2018-05-02
     001E0610BA8B | 2018-07-09
     001e06113a07 | 2018-08-30
     001e06113dbc | 2018-09-08
 0000020000000007 | 2019-02-21
     001e0610f703 | 2018-08-02
     001e0610e7fc | 2018-02-02
 0000020000000007 | 2019-02-14
     001e0610ee36 | 2019-02-21
     001e0610ee6f | 2018-08-11
     001e061131d3 | 2018-12-12
 0000001e0610ba8f | 2018-05-28
     001e06118295 | 2019-05-07
     001E0610BBF9 | 2019-02-12
     001e0610e835 | 2019-04-10
     001e06113ace | 2018-06-05
 0000020000000004 | 2018-09-18
     001e0610f02f | 2018-12-08
 0000020000000004 | 2018-05-23
     001e061184e2 | 2019-03-21
     001e0610eef2 | 2019-06-06
     001e0611462f | 2018-10-29
     001e06113d22 | 2018-03-11
     001e06109401 | 2018-09-01
 0000020000000007 | 2018-08-01
 0000020000000007 | 2017-09-10
     001e06109401 | 2018-05-24
     001e06113dbc | 2018-11-02
 0000001e06107d70 | 2019-01-20
     001e0610bc12 | 2019-02-14
     001e0610bc12 | 2019-01-07
     001e0611462f | 2019-01-06
     001e0610eef4 | 2017-10-06
     001e0610f725 | 2018-06-05
     001e0610c0ef | 2018-11-17
     001E0610BA8F | 2018-07-26
 0000001e0610b9fd | 2016-12-15
     001e06113d22 | 2018-11-05
     001e0610c2dd | 2018-01-21
     001e0610ec0c | 2017-10-05
     001e061146ba | 2019-05-08
 0000001e0620051e | 2017-06-24
 000002000000000f | 2018-06-15
     001e0610ba01 | 2018-05-23
     001E0610BA13 | 2018-07-19
     001e0610ee82 | 2018-10-06
     001e0610c2ed | 2018-03-14
     001e0610ee33 | 2018-07-21
     001e0610c6f4 | 2018-05-11
 0000020000000004 | 2018-11-21
 0000020000000007 | 2019-03-18
     001e0610c6f4 | 2018-03-21
     001e0611538f | 2019-03-12
     001e0610ba67 | 2019-01-01
     001e0610bbf9 | 2019-02-06
     001e0610fb4c | 2018-11-05
     001e0610e532 | 2018-10-12
     001e0610ee33 | 2019-05-03
     001e0610e532 | 2018-11-27
 0000001e0610ba16 | 2017-06-14
     001E0610BA8F | 2018-11-04
     001e061183eb | 2019-01-14
     001e0610f029 | 2018-12-18
     001e06200162 | 2018-09-22
     001e06113a07 | 2018-09-13
     001e06113d20 | 2018-10-18
     001e06113dbc | 2018-12-13
     001e0610c2e1 | 2018-03-24
     001e0610c429 | 2017-11-14
     001e0611538f | 2019-02-23
     001e0610e31b | 2017-11-29
     001e0610ee43 | 2019-01-03
     001e06113a24 | 2019-02-08
     001e0610ef27 | 2018-02-15
     001e0610c044 | 2019-01-19
 0000001e0610bbf9 | 2017-05-10
     001e06109416 | 2018-06-18
     001e06114fd4 | 2018-07-25
     001e0610f732 | 2018-10-30
     001e0610ba01 | 2018-04-27
     001e06113acb | 2018-09-22
     001e0610ee36 | 2019-06-10
     001e06114fcf | 2018-10-04
     001e0611462f | 2018-12-28
     001e0610f6db | 2019-01-21
     001e0610ee43 | 2018-06-08
     001e061182b4 | 2019-01-29
     001e061182af | 2019-05-29
     001e0610c2e9 | 2018-01-10
     001e0610ee5d | 2018-10-26
     001e0610e540 | 2018-03-05
     001e0610c219 | 2017-11-20
 0000001e0610bbed | 2017-06-09
 0000020000000004 | 2019-03-04
     001e0610ba67 | 2018-10-05
     001e061135cb | 2019-01-17
     001e06118404 | 2019-06-08
     001e0610f05c | 2018-10-02
     001e0610ee8d | 2018-12-12
     001e0611462f | 2018-04-01
     001e0610c040 | 2019-05-22
     001e0610eef4 | 2019-03-18
     001e06113dbc | 2018-11-20
     001e0610c2ed | 2018-05-17
     001e0610c42e | 2017-12-05
     001e0610e540 | 2018-08-09
     001e0611537d | 2019-02-12
     001e0610ba3b | 2018-01-07
     001e0610ba3b | 2017-12-10
     001e06113cff | 2018-02-11
     001e06114503 | 2018-12-21
 0000001e0610ba8f | 2018-09-18
     001e06107d70 | 2017-12-08
     001e0610bbff | 2018-06-28
     020000000005 | 2017-09-15
     001e0610c2e3 | 2018-01-05
     001e0611537d | 2018-07-28
     001e06113d20 | 2019-04-23
     001e0610e532 | 2019-02-22
     001e0610c2a9 | 2019-05-02
     001e0610e809 | 2018-10-25
     001e0610bbf9 | 2019-02-17
     001e0610c2e1 | 2018-12-09
     001E0610BBFF | 2018-04-27
     001e061146bc | 2018-06-07
     001e06113d20 | 2018-04-08
     001e06113dbc | 2018-12-03
     001e0610ba46 | 2018-08-16
     001e06113d78 | 2019-05-25
     001e0610e532 | 2018-01-31
     001e0610ef27 | 2018-03-28
     001e06113a24 | 2019-02-07
 000002000000000f | 2018-09-13
     001e0610c2e9 | 2017-11-29
     001e0610f02f | 2018-04-23
     001e061181bc | 2019-02-20
     001e0610bbff | 2018-05-22
     001e06109401 | 2019-05-19
     001e06107cc5 | 2018-03-03
     001e06200367 | 2018-03-16
     001e0610b9e5 | 2018-03-12
     001e0610ba01 | 2018-11-07
     001e06113dbc | 2018-05-16
     020000000004 | 2017-10-08
     001e0610e8cb | 2018-06-11
 0000001e0610b9f8 | 2017-02-17
     020000000004 | 2018-02-05
     001e0610f725 | 2017-12-06
     001e06113d22 | 2018-09-02
     001e0610c040 | 2018-09-21
     001e06113d22 | 2019-03-14
     001e0610b9e5 | 2018-06-15
     001e06114fd4 | 2018-09-12
     001e0611849e | 2019-03-25
     001e0610ba13 | 2018-05-25
     001e06113cff | 2018-05-30
     001e0610c2df | 2018-01-08
     001E061134F3 | 2018-08-02
 0000001e0610bbfd | 2017-02-09
     001e0610ef73 | 2017-12-02
     001e0610ef26 | 2018-04-30
     001e06115365 | 2018-03-20
     001e0611538f | 2018-07-06
     001e0610ef68 | 2017-09-26
     001E0610BA3B | 2018-10-02
     001e0610f725 | 2018-04-24
     001e06113f54 | 2018-03-20
     001e0610c2dd | 2018-04-02
     001e0610c5fa | 2018-04-30
     001e061146cb | 2018-09-07
     001e06113ad8 | 2018-08-30
     001e0610ee61 | 2017-10-20
 0000001e0610ba37 | 2017-04-04
     001e0610e532 | 2018-09-16
     001e0611462f | 2018-11-03
     001e061144c0 | 2019-01-16
 0000001e0610ba93 | 2017-05-17
     001e0610ba8d | 2017-10-30
     001e06118211 | 2019-04-02
     001e0611538f | 2018-07-01
     001e0610fb4c | 2018-07-30
     001e06113d22 | 2019-02-17
     001e06114fcf | 2018-08-29
     001e06107cc5 | 2018-12-04
     001e0610eef2 | 2018-08-04
 0000020000000004 | 2018-09-26
     001e0611537d | 2019-01-10
     001e0610ee36 | 2019-01-23
     001e0610ba8b | 2018-11-12
     001e0610ef68 | 2018-11-21
     001e06113a07 | 2019-04-09
     001e06118407 | 2019-01-21
     001e061146d4 | 2018-11-14
     001e06113cf1 | 2019-03-26
 0000001e0610ba3f | 2017-05-10
     001e06115388 | 2018-03-31
     001e06115388 | 2018-03-25
     001e0611441e | 2018-03-03
     001e0611538f | 2018-11-10
     001e0610e809 | 2018-10-17
     001e06113f54 | 2018-08-08
     001e0610ba13 | 2019-01-03
     001e06113a07 | 2019-06-04
     02000000000f | 2018-03-31
     001e0611536c | 2019-05-28
     001e0610ef66 | 2018-08-21
 0000001e06107d70 | 2018-10-04
     001e0610f02f | 2019-01-26
     001e0610e835 | 2018-07-23
     001e0610ba67 | 2019-01-31
     001e061146ba | 2019-03-01
     001e0610bbf9 | 2017-09-25
     001e06113cff | 2018-05-13
     001e06113cf1 | 2018-06-09
 0000001e0610ba72 | 2017-02-11
     001e06114fcf | 2019-01-20
     001e0610ee41 | 2018-10-07
     02000000000c | 2017-09-22
     001E0610BBF9 | 2018-08-05
     001e0610ee82 | 2018-10-12
     001e0610e540 | 2018-07-11
     001e0610c044 | 2018-12-22
     001e06113d78 | 2018-10-29
     001e0610c046 | 2019-03-12
     001e06114fd9 | 2018-04-17
     001e0610e540 | 2018-08-23
     001e0610c046 | 2018-12-22
     001e0610c42e | 2017-12-24
     001e0610fc2d | 2019-03-26
     001e0610f8fd | 2018-01-21
     001e061089e5 | 2018-01-23
     020000000007 | 2017-10-16
     001e06113cf1 | 2019-03-25
     001e0610ef27 | 2017-09-03
     001e06113cf1 | 2018-05-07
     001e0610f72c | 2019-02-07
     001e0610ba8d | 2018-08-12
     001e0610eef4 | 2018-07-09
     001e0611537d | 2019-01-06
     020000000005 | 2017-11-14
     001e0610ba15 | 2018-12-12
     001e061184e5 | 2019-01-22
     001e0610ef68 | 2018-04-08
 0000020000000004 | 2018-10-09
     001e0610ba89 | 2018-04-24
 0000001e0610bbfd | 2016-02-11
     001e06113acb | 2018-07-03
     001e06114fd9 | 2018-04-05
     001e0610eb9d | 2018-03-31
     001e0610ef27 | 2017-10-02
     001e061146ba | 2019-04-02
     001e061146d4 | 2018-05-05
     001e0610ef66 | 2018-02-04
     001e0610ba8b | 2018-03-08
     001e0610c2e9 | 2017-12-05
     001e0610ef68 | 2018-03-24
     001e0610ee36 | 2019-03-16
     001e0610ef0e | 2019-01-21
     001E0610BBE5 | 2018-06-21
 0000001e0610ba5c | 2017-06-17
     001e0610e8cb | 2018-04-17
                  | 2017-09-23
     001e0610c069 | 2017-12-08
     001e06118366 | 2019-04-21
     001e06114500 | 2018-10-27
     001e06118366 | 2019-04-26
     001e0610ef27 | 2019-04-01
     001e061146ba | 2018-11-24
     001e06113a48 | 2018-05-24
     001e0610f8f4 | 2018-03-01
     001e0610bbf9 | 2018-04-29
     001e0610f8f7 | 2018-02-24
     001e0610fc2d | 2018-09-22
     001e0611441e | 2018-02-05
     020000000006 | 2017-09-20
     001e061144d6 | 2018-03-15
     001E0610EF0E | 2018-11-26
 0000020000000007 | 2018-07-09
     001e061146ba | 2018-10-26
     001e0610f05c | 2019-01-16
     001e0610ee8d | 2018-09-01
     001e0610f730 | 2017-12-06
     001e0610e540 | 2018-06-22
     001e0610ef26 | 2018-09-08
     001e0611441e | 2018-04-18
 0000001e0610ba89 | 2017-04-18
 0000001e0610ba42 | 2017-05-13
     001e06109401 | 2018-03-25
 0000020000000004 | 2018-08-31
     020000000005 | 2017-11-08
     001e0610eb9d | 2018-05-13
     001e0610c5fa | 2018-05-01
     001e0610f730 | 2018-04-26
 0000001e06107d70 | 2018-10-24
     001e0610c2ed | 2017-12-09
 0000020000000004 | 2018-12-21
     001e0610e537 | 2019-02-27
     001E06200162 | 2018-04-14
     001e0610c044 | 2018-12-11
     001e0610ee33 | 2018-10-12
     001e061146ba | 2019-05-30
 0000020000000008 | 2019-03-14
     001e0611441e | 2018-04-20
     001e0610ee6f | 2018-05-05
     001e06115365 | 2018-05-06
     001e0610bc12 | 2019-01-16
 0000001e0610ba93 | 2017-08-05
     001e0610fb4c | 2019-04-14
     001e0610ee41 | 2018-10-11
     001e0610f02f | 2018-11-26
     001E0610BBF9 | 2019-02-04
     001e0610c2e5 | 2019-01-01
     001e06114fd4 | 2019-05-29
     001e0610c42e | 2017-12-04
     001e0610f05c | 2018-08-20
 0000001e0610b9e7 | 2017-03-21
     001e0610ef26 | 2018-11-12
 000002000000000f | 2018-08-03
     001e06114fcf | 2018-09-23
     001e0610f8fd | 2017-12-28
     001e0610c046 | 2019-03-05
 0000001e0610ba89 | 2017-07-22
     001e06200367 | 2018-05-16
     001e061146cb | 2019-03-16
     02000000000f | 2017-09-28
 0000001e06200325 | 2016-11-30
 0000001e06107d97 | 2017-05-22
     001e0610ba15 | 2018-04-17
     001e0610ba57 | 2018-03-24
     001e0611536c | 2019-04-29
     001e0610e8cb | 2018-07-27
     001e06114503 | 2018-08-15
 0000001e0610ba89 | 2017-07-06
 0000001e0610bbf5 | 2017-07-27
     001e061135cb | 2018-06-20
     001e0610e540 | 2018-01-10
     001e0610c040 | 2018-05-20
     001e06113a48 | 2018-12-23
     001e06113ace | 2018-04-07
     001e061130f7 | 2018-06-29
     001e0610e835 | 2018-07-30
     001e061146cb | 2018-06-28
     02000000000d | 2017-09-17
     001e0610eef0 | 2017-11-20
     001e0610c0ea | 2018-01-15
     001e0610ef27 | 2018-05-20
     001e0610fc2d | 2018-09-04
     001e0610c2e7 | 2019-01-18
     001e0610e34e | 2018-06-21
     001e0610ef68 | 2018-04-12
     001e0610f703 | 2018-04-10
 0000001e0610ba72 | 2017-03-31
     001e0610ba13 | 2018-10-17
     001E0610BC10 | 2019-03-11
     001e0610eef4 | 2018-03-18
 0000001e0610ba72 | 2017-01-09
     001e0610ef26 | 2018-04-05
     001e0610f730 | 2017-10-03
 0000001e0610b9f8 | 2017-02-03
     001e06200162 | 2019-02-11
     001e0610c042 | 2017-12-25
     001e0610bbff | 2018-09-04
 0000001e0610ba89 | 2018-07-03
     001e06112e77 | 2018-07-14
     001e06114500 | 2018-11-04
     001e06113cf1 | 2018-11-09
     020000000004 | 2017-12-18
     001e0610ba8b | 2018-04-06
     001e06115365 | 2018-02-04
     001e0610e545 | 2019-06-08
     001e061146b8 | 2018-04-26
     001E0610BBF9 | 2018-05-29
     001e06113107 | 2019-03-06
     001e0610bc07 | 2017-10-25
     001e0610ba15 | 2019-06-06
 0000001e061088a6 | 2017-05-04
     001e06113dbc | 2018-09-23
     020000000002 | 2017-09-15
     001e0610ba15 | 2018-08-19
     001e0610c0ef | 2019-01-23
     001e0610ba8b | 2017-09-29
     001e0610f72c | 2018-06-10
     001e0610ee41 | 2017-10-17
 0000001e0610ba89 | 2019-02-14
     001e0610bc12 | 2018-08-06
                  | 2017-11-17
     001e0610c2ed | 2018-05-13
 0000001e0610ba89 | 2018-05-11
     001e0610e809 | 2018-08-11
     001e061130f4 | 2018-06-02
     001e0610ef26 | 2018-12-18
     001e0610f8f4 | 2019-03-03
     001e06113dbc | 2018-08-03
     001e0610ee43 | 2018-12-25
     001e0610ba8b | 2018-11-09
 0000001e0610ba72 | 2017-04-07
     001e0610c42e | 2018-05-17
     001e06113cf1 | 2018-07-10
     001e0610c6f4 | 2018-01-18
     001e0610ef26 | 2018-05-06
     001e0610ba15 | 2018-06-03
     001e0610f732 | 2018-02-17
     001e061146d4 | 2018-10-06
 0000001e0610ba5c | 2017-05-19
     001e0610ef0e | 2018-12-02
     001e06113d6d | 2018-02-10
 0000001e0610bbff | 2017-06-20
     001e06113107 | 2018-06-20
     020000000005 | 2018-03-17
     001e0610bc12 | 2019-02-18
     001e0610c42e | 2017-12-18
     001e061144c0 | 2018-07-08
     001e06200162 | 2019-02-17
     001e0610c2d7 | 2018-05-12
     001e06114503 | 2018-05-02
     001e0611441e | 2018-05-16
     001e061146bc | 2019-01-10
     001e0610ee43 | 2018-12-07
     001e0611805a | 2019-05-11
     001e0610ba57 | 2018-02-07
 0000001e0610ba89 | 2018-09-21
     001e06113cf1 | 2018-04-19
     001e0610c2ed | 2017-12-21
     020000000007 | 2017-09-24
     001e06115363 | 2018-05-16
 0000001e0610bbed | 2017-07-02
     001e0611805a | 2019-04-25
     001e06107c9e | 2018-05-01
     02000000000e | 2018-04-08
     001E0610BC10 | 2018-11-18
     001e0610eb9d | 2018-04-10
     001e061182a8 | 2019-02-18
     001e06107cc5 | 2018-03-27
     001e0610ba13 | 2019-02-02
     001e0610c040 | 2019-03-16
     001e06113ad8 | 2018-11-10
     001e0610f72c | 2017-10-02
     001e061130f4 | 2018-09-03
     001e06114fd4 | 2018-07-21
     001e0610f725 | 2018-06-25
     001e06113cf1 | 2019-03-06
     001e061181bc | 2019-02-12
     001e0610e8cb | 2018-08-05
     001e0610c2ed | 2018-02-10
     001e0611538f | 2018-08-23
     001e0610ba8d | 2017-11-30
     001e0610b9e9 | 2018-11-15
     001E06200162 | 2018-11-22
 0000020000000003 | 2017-08-12
     001e061130f7 | 2018-07-18
     001e0610ee36 | 2019-02-18
     001e0610c069 | 2017-11-20
     001e0610bc03 | 2018-03-25
     001e0610ef7b | 2017-12-10
     001e0610f8f4 | 2018-11-05
     001e06114fd6 | 2018-05-27
     001e0610bbff | 2018-08-09
     001e0610c762 | 2019-03-26
     001e0610bbf9 | 2019-02-09
     001e0610b9e7 | 2017-10-12
     001e0610f063 | 2018-01-26
     001e0610ef27 | 2017-09-02
     001e0610ee33 | 2018-06-29
     001e0610ef68 | 2018-11-26
     001E0610BBE5 | 2018-05-21
     001e06117b42 | 2019-01-10
     001e06117f32 | 2019-04-21
     001e0610e809 | 2017-09-27
     001e0610eef4 | 2017-10-18
     001e06118195 | 2019-04-06
     001e061146ba | 2019-02-14
     001e0610b9e5 | 2017-10-25
     001e06113acb | 2018-05-31
     001e0610f703 | 2019-02-26
     001e0610ee38 | 2019-02-12
     001e061146cb | 2019-01-25
     001e06109401 | 2018-07-08
     001e061144cd | 2018-10-07
     001e061146d4 | 2018-05-16
     001e0610ef27 | 2018-06-04
     001e0611538f | 2018-10-19
     001e0610f6db | 2018-10-07
     001E0610BA13 | 2018-11-01
     001e0610f72c | 2019-02-25
     001e0610ee33 | 2019-04-20
 0000001e0610bc10 | 2017-05-14
     001E0610BA13 | 2019-03-03
     001e0610c046 | 2018-12-07
     001e0611536c | 2018-07-23
     001e06113107 | 2018-12-21
 0000020000000004 | 2019-03-14
     001e0610f8f4 | 2018-10-29
     001e0610c6f4 | 2018-03-28
     001e0611805a | 2019-03-26
     001e0610e809 | 2018-09-09
     001e06109401 | 2018-11-12
     001e061146d4 | 2018-09-13
     001e061130f4 | 2018-09-08
     001e06114503 | 2018-10-08
     001e0610ba89 | 2018-01-10
     001e0610ef26 | 2018-11-20
 0000001e0610bbf5 | 2017-04-24
     001e0611536c | 2019-06-02
     001e0610ef27 | 2019-01-21
     001e0610ee33 | 2019-02-01
     001e0611462f | 2018-12-17
     001e0610f703 | 2018-09-12
     001e0610ef73 | 2018-05-10
     001e06113d22 | 2019-03-21
     001e0611538f | 2019-01-21
     001e0610f732 | 2019-01-06
     001e0611538f | 2018-10-28
     001e0610bc10 | 2019-01-24
 0000001e06107d70 | 2017-08-24
     001e0611462f | 2019-04-26
 0000001e0610ba16 | 2017-07-15
 0000020000000009 | 2017-08-10
     001e06107d70 | 2017-12-10
     001e06113ad8 | 2019-05-21
     001e0610c2ed | 2018-04-21
     001e061183eb | 2019-06-07
 0000001e061089e5 | 2017-05-09
     02000000000e | 2017-12-06
     001E0610BA8B | 2018-07-19
 0000001e0610bbff | 2017-05-10
 0000001e0610ba4e | 2017-07-19
     001e06115369 | 2018-03-23
     001E0610BBF9 | 2018-09-15
     001e0610ba15 | 2019-05-16
     001e0610c044 | 2019-02-16
     001e06109416 | 2018-08-16
     001e061146cb | 2019-06-11
     001e0610ef26 | 2018-04-25
     001E0610EF0E | 2018-12-21
     001e0610fb49 | 2018-02-06
     001e0610f02f | 2018-05-11
     001e0610e539 | 2018-06-12
     001e06115369 | 2018-04-22
     001e0611462f | 2018-11-15
     001e0610ef73 | 2018-04-15
     001e0610ba16 | 2018-11-18
     001e061130fe | 2017-10-02
     001e06107cc5 | 2018-07-22
     001e0610c2e5 | 2019-05-05
     020000000008 | 2018-04-05
     001e0610c6f4 | 2018-04-05
     001E0610BC10 | 2018-11-19
     001e0610b9e9 | 2018-11-11
     001e06113d78 | 2019-05-12
     001e06113ace | 2018-04-17
     001e0610ba01 | 2018-10-11
     001e0610ef29 | 2018-03-14
     001e0610fb4c | 2018-11-09
     001e0610fc2d | 2019-02-24
     001e0610ef68 | 2018-06-21
     001e0610ba8b | 2018-09-13
     001e0610c2ed | 2018-02-12
     001e06113a48 | 2018-07-23
     001e0610ba18 | 2018-03-24
     001e0610c0ef | 2019-01-26
 0000001e06107d70 | 2018-11-14
 0000001e0610bbf5 | 2017-05-29
     001E06200162 | 2018-07-16
     001e0610bbff | 2018-04-11
     001e06107cc5 | 2018-09-18
     001e06112e77 | 2018-07-17
     001e0610c2eb | 2018-02-04
     001e06115365 | 2018-05-29
